title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdb_rating,imdb_votes,imdb_id,type,dvd,box_office,production,website,response
One for the Birds,2013,N/A,N/A,20 min,"Short, Comedy, Drama",Kyle Shumaker,"Kyle Shumaker, Stephan A. Vallier","Andrea Heiden, Bradley Holsten, Kevin Moore, Jarron Vallier","Erickson, a grizzled Vietnam Vet sleeps on a bench on the canal, washing windows and feeding the ducks. A sudden, unexpected influx of cash interrupts this routine, and he finally has the day he always wanted.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3576696,movie,N/A,N/A,N/A,N/A,True
One.Superhero,2013,N/A,24 Mar 2013,N/A,"Animation, Short",Kin-bun Tang,N/A,N/A,N/A,Cantonese,Hong Kong,1 nomination.,N/A,[],N/A,N/A,N/A,tt3577176,movie,N/A,N/A,N/A,N/A,True
One,2014,N/A,N/A,55 min,"Documentary, Drama, Family",Sue Vicory,Sue Vicory,"Marco Antonio Regil, Sariann Monaco",N/A,English,"USA, Swaziland, South Africa, France, Belgium",N/A,N/A,[],N/A,N/A,N/A,tt3583122,movie,N/A,N/A,N/A,N/A,True
That one Wrong Turn,2017,N/A,10 Dec 2017,N/A,Short,Ansh Rathore,Swatii Chandak,"Aania Sharma, Jennifer Weebly, Kiara R.",The movie revolves around the female protagonist and her attentiveness to fight for her dignity. How one step changed her entire life and a situation gave her the powers to protect her insights from the monster covered in Human skin.,English,India,N/A,https://m.media-amazon.com/images/M/MV5BYWMwM2E5YWEtYjkyNi00OTgyLWJiMTYtMjM2YzE1ODBlYjVhXkEyXkFqcGdeQXVyNzU3NDgzNjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7540620,movie,N/A,N/A,N/A,N/A,True
A Song for No One,2011,N/A,05 Aug 2011,15 min,"Short, Musical",Ryan Glista,Ryan Glista,"Sophie Dillon, Rita Frenzel, Ryan Glista",The story of a lonely musician and the day his entire reality is turned upside down.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmU3NzE4NjYtZTVlZi00NzU4LWJlMWItODRjNGY2OTNmYTczXkEyXkFqcGdeQXVyODA3NjUxNTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7543174,movie,N/A,N/A,N/A,N/A,True
One of those Blighters,1982,N/A,N/A,N/A,N/A,Lynton Butler,"Lynton Butler, Vincent O'Sullivan, Robert Rising, Martyn Sanderson","Bruno Lawrence, Ian Mune, Martyn Sanderson, Don Farr",N/A,English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BYWYzZWI1NzMtMWUzYS00OWMxLWE1NmYtYjc4NjYwZjk5YjBhXkEyXkFqcGdeQXVyMTk4Njk4NQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7547322,movie,N/A,N/A,N/A,N/A,True
One Last Walk,2012,N/A,20 Jul 2012,N/A,"Short, Music",Daniel Stilling,N/A,Zane Townsend,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt7550656,movie,N/A,N/A,N/A,N/A,True
Exhibit One,2018,N/A,N/A,12 min,"Short, Drama",Paul Pinga Matereke,Paul Pinga Matereke,"Tara Chandra, Bonnie Ferguson, Sarah Peisley",N/A,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BNDA4ZmEzZGUtZjI2My00ZDQ5LWEzZmItNjdiMDFmZDE5YTlhXkEyXkFqcGdeQXVyMjE5NjQyNw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7550724,movie,N/A,N/A,N/A,N/A,True
One True Love story,2017,N/A,28 Oct 2017,9 min,"Short, Horror",Bobby McCallen,Bobby McCallen,"Jonte Ausler, S. Joe Downing, Bobby McCallen",how far will a man go to make sure that his true love is safe?,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY5NWJlZDYtYzE3NS00Y2Y2LWEyZTYtZmNlNjZhYzUyNjJhXkEyXkFqcGdeQXVyNjE1NzE1MDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7550756,movie,N/A,N/A,N/A,N/A,True
I'm Not the One You're After Henry,2019,N/A,10 Feb 2019,8 min,"Short, Drama",Eri Nox,Eri Nox,"Mimi Barcomi, George Olesky, Demetrius Stewart","It's never been me that you wanted. 10 years, and countless cities later, it's still not me.",English,"USA, France",N/A,https://m.media-amazon.com/images/M/MV5BMWVlYWE4ZWYtNDczYS00Y2U4LWJhNGMtOGJlZjEwMzIzM2MyXkEyXkFqcGdeQXVyODA0NjMxNzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7381538,movie,N/A,N/A,N/A,N/A,True
One Man: Ek Manus,2017,N/A,N/A,8 min,"Short, Drama",Yogesh Chaudhary,N/A,N/A,Connect Peoples the world will connect autometically,Marathi,India,N/A,N/A,[],N/A,N/A,N/A,tt7383404,movie,N/A,N/A,N/A,N/A,True
One Night Stands,2017,N/A,16 Sep 2017,N/A,"Short, Comedy",Will Tomi,N/A,"Maria Chookolingo, Mike Matthew Dyer",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt7386372,movie,N/A,N/A,N/A,N/A,True
"One Nation Under Ford-A Rob Ford Love Story (ROUGH CUT- No Grade, No Mix, Temp Music)",2018,N/A,N/A,105 min,N/A,Brendan 'Joel' Legate,N/A,N/A,"A group of populist outsiders fight to reelect their fallen leader, uncovering their own struggles with addiction, self-identity, and belonging.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt7389902,movie,N/A,N/A,N/A,N/A,True
One Roll,2014,N/A,01 Apr 2014,19 min,"Short, Crime, Drama",Barry Shurchin,"Barry Shurchin, Barry Shurchin","Alice Frank, Dorian Missick, Barry Shurchin, Nell Teare",A photographer is seduced into a life of prostitution.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3669056,movie,N/A,N/A,N/A,N/A,True
Audience of One,2014,N/A,N/A,14 min,"Short, Comedy, Drama",Karp,"Spencer Daniels, Spencer Daniels, Taylor Gray, Taylor Gray","Spencer Daniels, Taylor Gray, Denise Grayson, Dawn Gregg","A mentally troubled boy, Scotty Falls, discovers new dimensions in his personality by way of an unconventional suggestion from his hippie counselor, Dr. Giggs.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3669082,movie,N/A,N/A,N/A,N/A,True
One Frame at a Time,2013,N/A,N/A,23 min,"Documentary, Short, Drama",Jennifer Shanse,Angel McNamara (story),Angel McNamara,"Along the Thai-Burma border, there are communities in Thailand that refugee and vulnerable children live that most people in the Western world couldn't begin to fathom. They raise money by ...",English,"New Zealand, Canada, Thailand",N/A,N/A,[],N/A,N/A,N/A,tt3669554,movie,N/A,N/A,N/A,N/A,True
One Hit Wonder,2006,N/A,01 Sep 2006,26 min,"Short, Drama, Musical",N/A,Chaz Thorne,Tom Gallant,"After decaying in a haze of smoke and gin for forty years, Remy Royale gets one last shot at stardom-via the young musician downstairs.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3669662,movie,N/A,N/A,N/A,N/A,True
Are You the Only One Listening to This?,2011,N/A,19 May 2011,15 min,Short,Raúl Santos,Raúl Santos,"Tamara Arias, Miguel López","Human relationships, text message flirting, the misunderstandings of love and the importance of friendship.","Spanish, English",Spain,N/A,https://m.media-amazon.com/images/M/MV5BOTQzOTQ4NDc3MV5BMl5BanBnXkFtZTgwNDM2MzM2MTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3672316,movie,N/A,N/A,N/A,N/A,True
Hunckie: One More Time,2013,N/A,N/A,N/A,"Short, Music",Aleksandar Alek Jovanovic,N/A,Hunckie,N/A,English,Serbia,N/A,N/A,[],N/A,N/A,N/A,tt3594342,movie,N/A,N/A,N/A,N/A,True
One and Two,2013,N/A,01 Aug 2013,6 min,"Short, Action, Adventure",Adrian Gonzalez,"Will Azevedo (story), Adrian Gonzalez (story), Gerardo Milan (story)","Will Azevedo, Adrian Gonzalez, Arturo Gonzalez, Brayan Peña",Two spies are contacted for the same mission. They must retrieve a package. Who will reach it first.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3594948,movie,N/A,N/A,N/A,N/A,True
No One Remains Virgin: Under the Lion Crotch,2012,N/A,N/A,5 min,"Short, Music",Ping Wong,N/A,N/A,N/A,Chinese,Hong Kong,2 nominations.,N/A,[],N/A,N/A,N/A,tt3665770,movie,N/A,N/A,N/A,N/A,True
The One Who Was Different,2009,N/A,N/A,N/A,"Short, Drama",Anna Shepilova,N/A,N/A,N/A,Russian,Russia,1 win.,N/A,[],N/A,N/A,N/A,tt3610050,movie,N/A,N/A,N/A,N/A,True
One Last Time,2015,N/A,14 Mar 2015,29 min,"Short, Drama",Nichol Pederson,Nichol Pederson,"Matt Pohlkamp, Tyler Cook, Cortney Palm, Faith Reppert","A father struggles to keep a family secret. But when the secret comes out, he risks losing his wife and daughter.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUzOTg2Nzc5OF5BMl5BanBnXkFtZTgwNjMwOTc2MTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3610932,movie,N/A,N/A,N/A,N/A,True
A VR to the Golden One Re Heresy Etc,2018,N/A,14 Jan 2018,18 min,"Short, News",N/A,Styxhexenhammer666 (words),Styxhexenhammer666,"Styx responds to the criticism of fellow YouTuber, The Golden One.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWQ4MmZiZmYtMzBiNy00MmEzLWIzNjUtMDQ5MjA2N2Q1ZjExXkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7901720,movie,N/A,N/A,N/A,N/A,True
One Summer Night,2013,N/A,26 Jan 2013,90 min,N/A,Shih-Han Liao,"Shih-Han Liao, Hung-Ju Shih","Chien-Ho Wu, Jieh-Wen King, Cindy Yen, Li-Yin Yang",N/A,"Mandarin, Min Nan",Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BZDZmMTE2ZjItNGYwZS00YWE3LWIzMDgtMmY3ZTZjZDlkYTI3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7904900,movie,N/A,N/A,N/A,N/A,True
You Where the One,2018,N/A,23 Jan 2018,N/A,"Short, Music",Marcial Ledezma,Matthew P Camacho,"Matthew P Camacho, Thomas Carbone, Elijah Carter, Marivel Magsaysay",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTNhN2Q2NmItM2YzNS00MDQ3LTgzZTktYzg2ODc1MmYyNjA1XkEyXkFqcGdeQXVyNTk1NzM3NTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7906520,movie,N/A,N/A,N/A,N/A,True
One more night,2017,N/A,N/A,N/A,Short,Vittoria Citerni di Siena,Cezar-Valentin Constantin,"Ema Di Petrillo, Angelo Grandi, Alexia Turchi",N/A,English,Italy,N/A,https://m.media-amazon.com/images/M/MV5BYmU2YTA4NjktZTg0Ny00NTliLThmYTQtNzc5NjVlMjE1ODk4XkEyXkFqcGdeQXVyNzIzMTY4NDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7907088,movie,N/A,N/A,N/A,N/A,True
One Sidedd: Girik Aman,2016,N/A,06 Aug 2016,N/A,"Short, Music",Punjabi Virus,Gold (lyricist),Girik Aman,N/A,Punjabi,India,N/A,https://m.media-amazon.com/images/M/MV5BZTFjZDk0MDgtZDA3MS00ZmZmLTk5MmYtZmZkOGYyYWQ0MjE4XkEyXkFqcGdeQXVyNjA4NTk0NjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8337416,movie,N/A,N/A,N/A,N/A,True
The Quiet One,2018,N/A,21 Apr 2018,N/A,"Short, Drama",Charlotte Joy Breton,N/A,"Ian James Smith, Judy Cormier, Christine Ellwood, Max Steinberg",Keenan deals with a therapist and the consequences of his past or is he just dreaming it all.,N/A,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOTA2MWMzMjAtYTAzZi00NWZiLWFmMDctYjFhZTBjM2Q5NmE5XkEyXkFqcGdeQXVyNjkyMzc0MDY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8338924,movie,N/A,N/A,N/A,N/A,True
There's One Inside the House,2018,N/A,N/A,11 min,"Short, Horror",D.M. Cunningham,"Ben Begley, D.M. Cunningham","Ben Begley, Amanda Wyss",A monster hunter wakes up to find one of the subterranean dwellers he was tracking inside his home and a stand-off ensues with bloody results.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDI1ZTgwZGItYTcyYy00OTFmLThmZTUtMGJkZDBhMWUyNGRiXkEyXkFqcGdeQXVyMDk5NTA4Mw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8346160,movie,N/A,N/A,N/A,N/A,True
No One Came to Weep,2017,N/A,01 Nov 2017,12 min,"Drama, War",Glorypearl Dy,N/A,N/A,Walay Nidanguynguy is about women lost in their spaces and faced with a loss that references to significant events in Mindanao where victims have not been identified.,N/A,Philippines,N/A,N/A,[],N/A,N/A,N/A,tt8354032,movie,N/A,N/A,N/A,N/A,True
Day One,2018,N/A,N/A,15 min,"Short, Drama",Renjith Milan,N/A,N/A,"Traveling from his native village, with memories of lost love, Praveen finds a job in the city. Unexpected turn of events at office during the very first day of his job and concerns of a mother regarding her child's stay away from ho",Malayalam,India,N/A,N/A,[],N/A,N/A,N/A,tt8368126,movie,N/A,N/A,N/A,N/A,True
One Shot,2017,N/A,N/A,11 min,"Short, Comedy, Drama","Ryan Steele, Joseph Victor","Ryan Steele, Joseph Victor","Amanda Armstrong, Nicholas Badamo, Jack Mallo, Trudy Miller","After matching on Tinder, Jack and Amanda run into each other for the first time at a grocery store.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWY0Zjc4Y2QtZmJmZS00YzE2LWJjNWUtYWRkNjQzNzFkM2JmXkEyXkFqcGdeQXVyMzUyNTgxNzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8368206,movie,N/A,N/A,N/A,N/A,True
Rockford Kabine: If One Twin Dies,2015,N/A,10 Oct 2015,4 min,"Short, Music",Thomas Eikrem,N/A,Lena Love,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt5102004,movie,N/A,N/A,N/A,N/A,True
The Journey: Chapter One - A Premoniton's Dream,2015,N/A,01 Jan 2015,N/A,"Documentary, Short",Ben Venturina,N/A,N/A,"The Chronicle of Ben Venturina and Joshua Brandon Alexander - Chapter One - A Premonition's Dream, 2014. A micro-documentary of two up and coming film makers, Ben Venturina from Queens, New...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5103768,movie,N/A,N/A,N/A,N/A,True
My One and Only,2015,N/A,25 Dec 2015,4 min,"Short, Musical",Prashanth Gunasekaran,"Avelin Chetty, Avilesh Pranish","Avelin Chetty, Ronita Lal, Avilesh Pranish",A musical song for a film T-Junction. Ones appreciation of one's true love.,English,New Zealand,N/A,N/A,[],N/A,N/A,N/A,tt5104004,movie,N/A,N/A,N/A,N/A,True
Jerry-atric: One Comic's 77-Year Climb to the Top of the Bottom,2015,N/A,N/A,18 min,"Documentary, Comedy",Leanna Adams,N/A,Jerry Faber,Every year thousands of people begin chasing their dreams of being stand up comics. Every year thousands give up. How many could endure for sixty years without the fame and fortune so many ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTg3MDZkODAtYWZlNC00ZDM1LTkyOGQtN2FkYWQzODkzYzk4XkEyXkFqcGdeQXVyMjA0OTQwNjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5104982,movie,N/A,N/A,N/A,N/A,True
Satudarah: One Blood,2015,N/A,01 Sep 2015,83 min,"Documentary, Biography, Crime","Joost van der Valk, Mags Gavan",Joost van der Valk,N/A,"Satudarah, the Dutch motor club that appears frequently in the news because of alleged criminal activities, is also a secret world full of rituals en codes. Within this world 'classical' ...",Dutch,"Netherlands, Germany, Indonesia, Spain",N/A,N/A,[],N/A,N/A,N/A,tt5105898,movie,N/A,N/A,N/A,N/A,True
Just the One of Us,2015,N/A,26 Jun 2015,11 min,"Short, Comedy",Paul Trillo,Paul Trillo,"Jeff Pearson, Adam Stephenson, Nicole Cronley, Josh Toups","Bryon has nothing to do this weekend. Bored at work, he discovers his doppelgänger through a facial recognition search engine. When he tracks him down in person, things get weird.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5107062,movie,N/A,N/A,N/A,N/A,True
One Day,2015,N/A,01 Oct 2015,N/A,Short,Peter Kerre,Peter Kerre,"Albert Esquilin, Peter Kerre, Moses Mbasu",N/A,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt5180174,movie,N/A,N/A,N/A,N/A,True
One Way: A Journey to this Moment,2015,N/A,N/A,40 min,Documentary,Todd Hannigan,"Michelle Grinsel, Jeff McElroy (story), Jeff McElroy",Michelle Grinsel,"This film is about the journey of one woman navigating uncertainty, seeking peace along the way, and truly embracing the abundance of each moment.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5181034,movie,N/A,N/A,N/A,N/A,True
One of Us,2015,N/A,01 Oct 2015,86 min,Drama,Stephan Richter,Stephan Richter,"Andreas Lust, Markus Schleinzer, Dominic Marcus Singer, Simon Morzé","One night Julian, an innocent 14-year old teenager, breaks into a suburban supermarket with a friend. For one of them this brief moment of freedom leads to a tragedy in a long aisle full of colourful products. Inspired by true events.",German,Austria,N/A,N/A,[],N/A,N/A,N/A,tt5181338,movie,N/A,N/A,N/A,N/A,True
One Voice: A Voting Conversation,2015,N/A,23 Oct 2015,24 min,Short,Talora Michal,Talora Michal,"Alexis Bercy, Colton Beu, Rebecca Natalia Billerio, Michael Black",One Voice is an unscripted round table discussion that invites the viewer to join a conversation about the American voting system in the 21st century. A sampling of citizens from the ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjQzNzQ1MzY0M15BMl5BanBnXkFtZTgwNjU2ODg0NzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5181906,movie,N/A,N/A,N/A,N/A,True
One night in Los Angeles,2020,N/A,01 Oct 2020,N/A,"Drama, Musical, Sci-Fi",Diane Loren,"Diane Loren (Story by), Diane Loren (Written by), Marko Stott (story editor)",N/A,N/A,N/A,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTE5YmZlMTItMWJlOS00NzBhLTk1OWItZGU4ZDQ0MGIzY2MwXkEyXkFqcGdeQXVyNTQ3NjM1ODE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8414828,movie,N/A,N/A,N/A,N/A,True
One Last Ride: A PBA Lacrosse Story,2017,N/A,21 Dec 2017,N/A,"Short, Sport",David M. Merrill,N/A,"Aaronwyn Austria, Anthony Curra, Noah Haislah","The last journey of Palm Beach Atlantic University Men's Lacrosse team, as they transition to the NCAA Division II from the MCLA.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt8433860,movie,N/A,N/A,N/A,N/A,True
Fighting Ebola: One Year On,2015,N/A,N/A,9 min,"Documentary, Short, News",Thomas Dixon,N/A,N/A,"One year into the devastating Ebola outbreak in Sierra Leone, we summarised the incredible work of the International Rescue Committee with reflection from the aid workers on what it's meant to work on the response",English,"Sierra Leone, United Kingdom",N/A,N/A,[],N/A,N/A,N/A,tt8439804,movie,N/A,N/A,N/A,N/A,True
"Two Places, One Time",2016,N/A,N/A,30 min,"Short, Drama",Teddy Wilson,Tyriq Mustaqiym,"Nasser Metcalfe, Johnny Watson, Rashika Pickett, Pamela Ellis","A teen's parents go away for the weekend. Thinking she will have the place to herself, the teen invites her boyfriend over. Unfortunately, the parents double back and tragedy occurs.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8442244,movie,N/A,N/A,N/A,N/A,True
One Mans Treasure,2018,N/A,N/A,7 min,"Short, Drama",Chris Sales,N/A,N/A,Never wish to be in another man shoes.,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt8442844,movie,N/A,N/A,N/A,N/A,True
One Tough Cookie,2018,N/A,N/A,14 min,"Short, Comedy",Tony Casillas,Tony Casillas,"Saffron Herndon, Martin Sinise, David Jessup",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt8416544,movie,N/A,N/A,N/A,N/A,True
Just One Look,2018,N/A,N/A,8 min,"Short, Drama",Yu Shibuya,"Yurika Akane, Monika Angelia, Keiko Isogai","Yurika Akane, Mina Sakai, Keiko Isogai",The mistress comes to the hospital bridge to visit a dying man. His wife stands at the other end. Which will be the winner?,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt8418124,movie,N/A,N/A,N/A,N/A,True
One Last Time,2018,N/A,28 Jan 2018,9 min,"Short, Drama",Rosalie Catalano,"Rosalie Catalano, Saied Muhammed","Teddy Benz, Kylie Wagner, Thomas Mesi, DesTiny Overton","A high school love triangle becomes deadly when one student loses their temper. Blake, the typical high school bad boy, becomes angry when he notices his girlfriend Esther has been hanging ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8418362,movie,N/A,N/A,N/A,N/A,True
One Night Station,2001,N/A,26 Oct 2001,16 min,"Short, Drama",Ysabel Fantou,Nina Hoegg,"Vitezslav Bouchner, Stefanie Breselow, Jacob Jensen, Marie Omlin",N/A,German,N/A,N/A,N/A,[],N/A,N/A,N/A,tt8421074,movie,N/A,N/A,N/A,N/A,True
Minus One,2018,N/A,20 Jun 2018,11 min,"Short, Drama, Family",Mona Mohammadyari,Yousef Kargar,"Maryam Boubani, Hassan Khadem, Ali Akbar Kouhestani, Poorya Sheikholeslami","In an ordinary day, a young man from bureau of census goes to a house, but faces with the suspicious behavior of an old woman and a little boy...",Persian,Iran,N/A,https://m.media-amazon.com/images/M/MV5BZDdiM2U2NzAtOTMwNS00YzdlLTk2M2MtM2U0ZTcyYTY5NTkwXkEyXkFqcGdeQXVyMjEwMDY4OTk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8422548,movie,N/A,N/A,N/A,N/A,True
One Helluva Day,2014,N/A,26 May 2014,N/A,Short,Michael Hernandez,"Faris Wright, Faris Wright","Faris Wright, Essam Ferris, Courtland Greenwood, Kiersten Hall",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTY4ZjhiOGItZTk3Yy00NDBiLWE2YzYtNDBjZTg5YWNmYTNkXkEyXkFqcGdeQXVyMzI5MTI2OTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3758154,movie,N/A,N/A,N/A,N/A,True
One Day in LA: The Immigrant Experience,2014,N/A,24 Apr 2014,9 min,"Documentary, Short, News",Florencia Krochik,"Florencia Krochik (story), Tara Strauss (story)",N/A,The experiences of the immigrant community in Los Angeles and their struggles on an average day in LA.,"English, Spanish",USA,N/A,N/A,[],N/A,N/A,N/A,tt3759062,movie,N/A,N/A,N/A,N/A,True
One 2 One Luke Bryan,2014,N/A,06 Jun 2014,N/A,Talk-Show,Joel Stewart,N/A,"Luke Bryan, Paul McGuire","County superstar Luke Bryan delights fans with a rare acoustic performance and interview while on tour. Luke talks about his family, his life up to now, and what he misses most about life before the limelight.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3760458,movie,N/A,N/A,N/A,N/A,True
One 2 One Florida Georgia Line,2014,N/A,06 Jun 2014,N/A,Talk-Show,Joel Stewart,N/A,"Florida Georgia Line, Tyler Hubbard, Brian Kelley, Paul McGuire","Join CMT for an intimate acoustic performance from super-duo Florida Georgia Line and then as they sit down for an in depth interview with Paul McGuire as they discuss their career, relationships and goals they still want to achieve.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3760474,movie,N/A,N/A,N/A,N/A,True
One 2 One Rascal Flatts,2014,N/A,26 Jun 2014,N/A,Talk-Show,Joel Stewart,N/A,Rascal Flatts,"Gary, Joe Don and Jay stop by CMT to chat with Paul McGuire and ""REWIND"" their career, their latest album, and what they say has been the biggest driving force for them, and they might just play a few tunes while they're here too.",N/A,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3760514,movie,N/A,N/A,N/A,N/A,True
Number One Chinese,2013,N/A,01 Dec 2013,3 min,"Short, Comedy",David How,David How,David How,John Thomas calls Number One Chinese Laundry. After being hung up on by a rude employee. John thinks back to another similar experience which causes him to re-evaluate his approach.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3763880,movie,N/A,N/A,N/A,N/A,True
Death Note: Year One,2016,N/A,N/A,N/A,Horror,N/A,"Yossi Bechor, Julie Paupe",N/A,"A boy finds a book with blank pages and discovers that each time he writes a name on a page, that person dies. Japanese manga.",English,N/A,N/A,N/A,[],N/A,N/A,N/A,tt3765532,movie,N/A,N/A,N/A,N/A,True
Eddie Is a Real Live One,1909,N/A,08 May 1909,N/A,"Short, Comedy",N/A,N/A,N/A,N/A,French,France,N/A,N/A,[],N/A,N/A,N/A,tt3765878,movie,N/A,N/A,N/A,N/A,True
One Day at a Time,2014,N/A,26 May 2014,5 min,"Short, Drama",Alexander Freeman,"Alexander Freeman, Katie Neuhof","Mac Ademix, Elias Pearlstein, Bryan Rainstein","Andy has been a struggling alcoholic and drug addict with serious depression for many years, but after seeing a reflection of himself in a homeless man he decides to get help.",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGM1OWMxZjItNDA3Mi00YzU1LThlOGQtMDQ0ODk1YTcwOTEwXkEyXkFqcGdeQXVyMTk2MzU5NTI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3766688,movie,N/A,N/A,N/A,N/A,True
One Last Laugh,2014,N/A,N/A,22 min,"Short, Comedy, Drama",Adolfo Kahan,"Grant Harvey, Grant Harvey, Adolfo Kahan, Adolfo Kahan","David Patty, Virginia Shannon, Stephanie O'Neill, Sean Burgos",An aspiring young comedian finds the strength and resolve to do what he loves despite dying of cancer after he connects with a faded star of the silver screen.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3766990,movie,N/A,N/A,N/A,N/A,True
