title,first_genre,cleaned_plot,imdb_rating
The One Who Builds,documentary,"['one', 'builds', 'story', 'life', 'work', 'dr', 'omer', 'omer', 'sudanese', 'refugee', 'american', 'citizen', 'giving', 'back', 'director', 'refugee', 'resettlement', 'organization', 'greensboro', 'north', 'carolina']",
Running as One,documentary,"['running', 'one', 'follows', 'first', 'nations', 'band', 'leader', 'errol', 'ranville', 'works', 'hot', 'new', 'talent', 'band', 'combines', 'multi', 'camera', 'concert', 'footage', 'interviews', 'archival', 'footage', 'provide', 'portrait', 'musical', 'legend']",
One,documentary,"['short', 'documentary', 'examines', 'one', 'child', 'policy', 'enforced', 'chinese', 'government', 'onto', 'people', 'order', 'curb', 'growing', 'population', 'film', 'examines', 'effect', 'policy', 'different', 'generations']",
Dream with Me: One Year in America's Public Schools,documentary,"['dream', 'uncovers', 'deepest', 'cracks', 'system', 'leaving', 'children', 'severely', 'undereducated']",
One Family Stories,documentary,"['moving', 'account', 'challenges', 'faced', 'oneparent', 'families']",
One Moment Please...,animation,"['man', 'becomes', 'impatient', 'losing', 'way', 'phone', 'menu']",
Challenge the Obvious Episode One: A Day in the Life of Haas & Hahn,documentary,[],
Shakuhachi: One Mans Meditation,documentary,"['shakuhachi', 'japanese', 'bamboo', 'flute', 'rich', 'culture', 'history', 'one', 'blind', 'new', 'zealander', 'developed', 'relationship', 'shakuhachi', 'craft', 'transcends', 'perceived', 'disability', 'limitations', 'bli']",
One Sort of Sunday Crowd at Hyde Park,documentary,[],
Dead Letter Office or The One Thing More,animation,"['man', 'stitched', 'lips', 'finds', 'dead', 'letter', 'office', 'searching', 'package', 'promises', 'cure', 'malady', 'finds', 'hes', 'looking', 'curious', 'surreal', 'stop']",
It Happened One Weekend,drama,"['mass', 'demonic', 'possession', 'possessed', 'youll', 'never', 'forget', 'demonic', 'plot', 'beyond', 'room', 'terrifying', 'evil']",
One Mile Walking Handicap,documentary,[],
One of These Days,documentary,"['story', 'eagles', 'cages', 'freedom', 'imagination', 'captive', 'eagles', 'dream', 'flying', 'imagine', 'places', 'lands', 'belonged', 'one', 'days', 'captive']",
One Night in Seattle,drama,"['ever', 'wished', 'one', 'chance', 'change', 'direction', 'life', 'one', 'night', 'seattle', 'destinydriven', 'film', 'screenwriter', 'one', 'last', 'shot', 'chasing', 'dreams', 'falling', 'love', 'risks', 'everything', 'keep']",
One Man's Challenge,documentary,"['documentary', 'film', 'one', 'mans', 'challenge', 'open', 'california', 'teen', 'club', 'early', 'sixties']",
There's Always One Team to Fear,documentary,[],
Solo: The Evolution of the One Man Band,documentary,"['solo', 'explores', 'phenomenon', 'one', 'manwoman', 'band', 'lineage', '13th', 'century', 'minstrels', 'todays', 'solo', 'electronic', 'musicians', 'common', 'threads', 'unite']",
Triggered- The good one,comedy,[],
Tant Pis: Chapter One,documentary,"['wal', 'junior', 'meg', 'get', 'selected', 'go', 'france', 'study', 'la', 'sorbonne', 'paris', 'leave', 'behind', 'suburbs', 'used', 'live', 'belem', 'brazil', 'go', 'big', 'city', 'trio', 'also', 'exploring', 'thems']",
Vanished in the Mist: Lost Newfoundland - Storms Over the Island 1400s to Early 1800s (Part One),documentary,"['vanished', 'mist', 'threepart', 'series', 'newfoundland', 'history', 'leads', 'viewers', 'journey', 'discover', 'relics', 'islands', 'magnificent', 'past', 'shipwrecks', 'abandoned', 'outports', 'ghost', 'towns', 'lighthouses', 'ruins']",
One Body,comedy,"['one', 'body', 'existential', 'comedy', 'follows', 'two', 'members', 'religious', 'order', 'disbands', 'doomsday', 'prediction', 'fails', 'realized']",
One Step at a Time,documentary,"['four', 'high', 'school', 'students', 'invent', 'new', 'way', 'capture', 'green', 'energy', 'help', '4th', 'grade', 'science', 'teacher', 'barbara', 'morrow', 'local', 'engineer', 'john', 'gunn', 'create', 'floor', 'mat', 'harness', 'energy', 'every', 'footstep']",
KRS ONE: Brooklyn to the Bronx,documentary,"['hip', 'hop', 'pioneer', 'krsone', 'tells', 'story', 'homeless', 'years', 'new', 'york', 'city']",
Just One Man,documentary,"['doc', 'follows', 'otomar', 'klodner', 'spending', 'regular', 'day', 'magician', 'behind', 'scenes', 'makes', 'zomcom', 'zombie', 'comedy', 'film', 'group', 'people', 'intellectual', 'disabilities']",
The Big One,documentary,"['jackson', 'hole', 'one', 'rowdiest', 'ski', 'resorts', 'north', 'america', 'catalyst', 'progressive', 'freeskiing', 'snowboarding', 'world', 'big', 'one', 'compilation', '10', 'years', 'tgrs', 'epic', 'ski']",
One Million Squares,documentary,"['hidden', 'behind', 'well', 'trimmed', 'hedges', 'boxedoff', 'orderly', 'english', 'suburban', 'gardens', 'vibrant', 'industrious', 'world', 'women', 'knit', 'squares', 'donated', 'wool', 'patchwork', 'blankets']",
One Year's Crop,documentary,"['back', 'farm', 'upon', 'death', 'father', 'robert', 'biggs', 'prodigal', 'son', 'soil', 'faces', 'demons', 'drove', 'away', 'blessing', 'angels', 'calling', 'home', 'long', 'actor']",
One Minute and One Second,drama,[],
One Last Story,drama,"['aiden', '7', 'year', 'old', 'loves', 'read', 'bedtime', 'stories', 'mother', 'going', 'sleep', 'opens', 'whole', 'new', 'world', 'explore', 'guidance', 'companionship', 'mother']",
"Two Women, One Heart",animation,"['romantic', 'squirrel', 'sets', 'quest', 'find', 'love', 'ends', 'unable', 'decide', 'two', 'females', 'really', 'right']",
Two Paths One Road,action,"['kapz', 'colt', '2', 'friends', 'sit', 'together', 'stolen', 'car', 'flashback', 'see', 'discovered', 'car', 'unlocked', 'key', 'ignition', 'ready', 'take', 'kapz', 'pockets', 'phone']",
I've Said And Done Things That No-One Will Ever Remember Volume I,documentary,[],
I've Said And Done Things That No-One Will Ever Remember Volume II,documentary,[],
I've Said And Done Things That No-One Will Ever Remember Volume III,documentary,[],
I Am the Other One,documentary,"['luca', 'longs', 'lost', 'love', 'thalles', 'name', 'change', 'raul', 'better', 'person', 'share', 'one', 'element', 'born', 'women', 'luca', 'left', 'home', 'town', '12', 'years', 'ago', 'despite', 'still', 'maintains', 'bonds', 'place']",
Hyperloop One: A Nation of Dreamers,documentary,"['2012', 'entrepreneur', 'elon', 'musk', 'called', 'upon', 'world', 'create', 'hyperloop', 'mass', 'transit', 'system', 'would', 'travel', 'la', 'san', 'francisco', '30', 'minutes', 'visit', 'one', 'teams']",
One Night in Laika,documentary,[],
Inside a Supplier to the 'World's Number One Foie Gras Producer',documentary,"['peta', 'undercover', 'investigation', 'inside', 'palmex', 'inc', 'foie', 'gras', 'factory', 'farm', 'montréal', 'ducks', 'confined', 'barren', 'metal', 'cages', 'much', 'bigger', 'bodies']",
Indie Anifest 2014 Trailer: One Thousand Buddhas,animation,[],
A Good Game--Karloff & Lugosi at Universal -- Part One -- The Black Cat,documentary,"['classic', 'horror', 'film', 'experts', 'greg', 'mank', 'gary', 'rhodes', 'discuss', 'karlofflugosi', 'starrer', 'black', 'cat', '1934']",
Because One Day,documentary,"['alex', 'bird', 'hopeful', 'romantic', 'unique', 'past', 'struggles', 'keep', 'alive', 'dream', 'becoming', 'successful', 'jazz', 'singer', 'story', 'begins', 'cocktail', 'napkin', 'pen', 'smokey', 'jazz', 'bar', '25', 'years', 'ago']",
Opioid One Massacre,drama,[],
"Changing the World, One Wall at a Time",documentary,"['changing', 'world', 'one', 'wall', 'time', 'documentary', 'feature', 'film', 'education', 'crime', 'project', 'one', 'worlds', 'largest', 'street', 'art', 'human', 'rights', 'campaigns', 'raises']",
One Way Out,action,[],
"One Man's Garbage, Another's Treasure",documentary,"['observational', 'documentary', 'new', 'york', 'citys', 'friday', 'night', 'garbage']",
"Absent Present: One Country, One Family, One Conflict",documentary,"['palestinian', 'family', 'israel', 'existence', 'political', 'interest', 'members', 'three', 'generations', 'jabarinefamily', 'talk', 'lives', 'country', 'call', 'homeland']",
Ted Bakes One,animation,[],
One on One,documentary,"['sixtyfour', 'public', 'school', 'students', 'puerto', 'rico', 'fail', 'ninth', 'grade', 'community', 'tries', 'unproven', 'solution', 'support']",
The Sex Industry: Art or Perversion Part One,documentary,[],
One Step Ahead,animation,"['elderly', 'mother', 'battles', 'wind', 'rain', 'get', 'bus', 'stop', 'daughter', 'home']",
The Diogenes Documentaries: The One Fixed Point,documentary,[],
The Lost One,drama,"['seasoned', 'hitman', 'tries', 'feel', 'aching', 'need', 'love', 'woman', 'dreams', 'reenters', 'life', 'causing', 'ignore', 'survival', 'instincts']",
Jack: One Soldier's Story of the 10th Mountain Division,documentary,"['young', 'man', 'brooklyn', 'joins', '10th', 'mountain', 'division', 'wwii', 'son', 'family', 'russian', 'jewish', 'immigrants', 'pays', 'ultimate', 'price', 'freedom', 'mountains']",
Walmart: Rogue One: A Star Wars Story,action,[],
The one who crossed the earth,drama,"['moussa', 'seems', 'involved', 'car', 'accident', 'forest', 'ground', 'seriously', 'injured', 'woman', 'lying', 'helps']",
One in Six,documentary,"['new', 'documentary', 'revolutionary', 'irish', 'breakthrough', 'treatment', 'hunger', 'malnutrition', 'developing', 'countries']",
One Day in Assisi (3D),documentary,"['one', 'day', 'assisi', 'completely', 'shot', '3d', 'sacred', 'convent', 'assisi', 'italy', 'tells', 'story', 'one', 'day', 'life', 'franciscan', 'friars', 'everyday', 'welcome', 'millions', 'pilgrims', 'believers', 'tourists', 'surrounded']",
Fifty One Fifty,drama,"['deeply', 'disturbed', 'lost', 'woman', 'speaking', 'spanish', 'touch', 'reality', 'struggles', 'stay', 'alive', 'forced', 'spend', '72', 'hours', 'mental', 'hospital', 'observation', 'treatment']",
The Defiant One,documentary,"['1953', 'young', 'actor', 'writer', 'hollywood', 'called', 'house', 'committee', 'unamerican', 'activities', 'asked', 'question', 'ever', 'member']",
One More Shot,action,[],
One Fall,documentary,"['one', 'fall', 'feature', 'length', 'characterdriven', 'documentary', 'following', 'dan', 'closser', 'day', 'tow', 'truck', 'driver', 'portland', 'oregon', 'night', 'struggling', 'wrestling', 'promoter', 'brink']",
Circus IMAGO One ahance in a Million,action,"['dreamworld', 'two', 'circuscamps', 'imago', 'everything', 'possible', 'dreams', 'come', 'true', 'world', 'much', 'darker', 'obstinate', 'ruled', 'mean', 'pompous', 'machiavelli']",
One Missed Call,documentary,"['dana', 'cea', 'lost', 'father', 'suicide', 'yet', 'despite', 'terrible', 'loss', 'able', 'learn', 'happened', 'help', 'others', 'also', 'lost', 'someone', 'inspiring', 'story', 'shows', 'us', 'able', 'make', 'difference']",
One More Night in Lagos,drama,[],
One Window Will Suffice,drama,"['narges', 'mother', 'live', 'apartment', 'tehran', 'despite', 'mother', 'traditional', 'woman', 'narges', 'wants', 'modern', 'lifestyle', 'issue', 'fires', 'lot', 'conflicts', 'problems']",
Hotel Everest: One Step at a Time,documentary,[],
One Sound One Breath,documentary,"['turgut', 'tekdemir', 'music', 'teacher', 'religious', 'vocational', 'school', 'north', 'turkey', 'mr', 'turgut', 'project', 'called', 'bir', 'ses', 'bir', 'nefes', 'one', 'sound', 'one', 'breath', 'within', 'project', 'mr', 'turgut', 'choosing', 'talented', 'student']",
One Crime at a Time,documentary,"['violence', 'corruption', 'injustice', 'common', 'new', 'orleans', 'fix', 'city', 'soledad', 'obrien', 'reports']",
One Shot,comedy,[],
Fox 5 News Special Report: 1 October - One Month Later,documentary,[],
"First One is the Woman, the Second is the Man",documentary,"['italian', 'man', 'american', 'woman', 'meet', 'rome', 'first', 'brief', 'relationship', 'los', 'angeles', 'ended', '37', 'years', 'earlier']",
The One-Way Ride,drama,[],
"One Wish for Iran, Love Israel",documentary,"['one', 'wish', 'iran', 'love', 'israel', 'highlights', 'shared', 'humanity', 'israelis', 'iranians', 'counterbalance', 'conflict', 'often', 'defines', 'countries', 'relationship', 'film', 'uses']",
One Question,documentary,"['35', 'persons', 'developmental', 'disabilities', 'answer', 'one', 'question', 'change', 'one', 'thing', 'would', 'change', 'production', 'crew', 'film', 'included', 'eight']",
One Day of Life,animation,[],
Pluto and One,animation,[],
One Night in Taiwan,documentary,"['junyi', 'xiao', 'decided', 'take', 'vacation', 'taipei', 'found', 'surprised']",
"A Man, His Son & the Adopted One",drama,"['steve', 'welltodo', 'father', 'heart', 'big', 'land', 'calls', 'home', 'son', 'paul', 'decide', 'adopt', 'esta', 'things', 'start', 'change', 'faced', 'big', 'decisions', 'unlikely', 'trio', 'must', 'learn', 'work', 'tog']",
Suzanne Gauthier: One thing leads to another,documentary,"['filmmaker', 'ariella', 'pahlke', 'weaves', 'life', 'work', 'suzanne', 'gauthier', 'poetic', 'narrative', 'mirrors', 'artists', 'process', 'capturing', 'flux', 'work', 'interrelated']",
One World,documentary,"['one', 'world', 'nonprofit', 'film', 'aim', 'educate', 'people', 'world', 'issues', 'global', 'challenges', 'huge', 'focus', 'legacy', 'democracy', 'film', 'set', 'make']",
One in a Thousand,drama,[],
One Way Home,documentary,"['cost', 'free', 'governmentsponsored', 'education', 'tibetan', 'children', 'tashi', 'yuju', 'chosen', 'study', 'mainland', 'china', 'joining', 'thousands', 'tibetan', 'kids', 'boarding', 'schools']",
Behind the Scenes of Shod Corduroy - Chapter One,animation,"['fictional', 'behind', 'scenes', 'commentary', 'first', 'episode', 'web', 'series', 'shod', 'corduroy', 'narrated', 'shows', 'fictitious', 'director', 'peter', 'pickleprotrusions']",
Not a One-Way Street,documentary,"['caregiving', 'different', 'perspective']",
One Divided by Three,comedy,"['comedy', 'guy', 'whos', 'first', 'encounters', 'women', 'gets', 'involved', 'three', 'women']",
One Footstep Up the Ladder,documentary,"['one', 'footstep', 'ladder', 'economic', 'stumbling', 'block', 'african', 'americans', 'trying', 'succeed', 'corporate', 'america', 'since', 'times', 'jim', 'crow', 'civil', 'rights', 'movement', 'african', 'americans', 'struggling', 'make', 'ends']",
One Life,documentary,"['gun', 'violence', 'one', 'pressing', 'social', 'issues', 'facing', 'america', 'today', 'one', 'life', 'looks', 'timely', 'topic', 'unique', 'prism', 'art', 'installation', 'dubbed', 'embassy']",
One Heart: One Spirit,documentary,"['aboriginal', 'australian', 'native', 'american', 'documentary', 'narrated', 'awardwinning', 'actor', 'jack', 'thompson', 'one', 'heartone', 'spirit', 'tells', 'story', 'kenneth', 'little', 'hawk', 'elder', 'micmacmohawk', 'performing', 'artist', 'meeting', 'oldest', 'survivi']",
The Lost One,drama,"['seasoned', 'hitman', 'tries', 'feel', 'aching', 'need', 'love', 'woman', 'dreams', 'reenters', 'life', 'causing', 'ignore', 'survival', 'instincts']",
this one;s for you man,animation,"['bro', 'kyle', 'ever', 'maybe']",
Horse 3803: One Horse's Journey to Slaughter,documentary,"['video', 'presentation', 'presented', 'hudson', 'valley', 'community', 'college', 'antislaughter', 'conference', 'held', 'canadian', 'horse', 'defence', 'coalition', 'april', '16', '2014']",
"L'incoronazione di Poppea, Dramma musicale in one prologue and three acts",drama,[],
NEYC: More Than One Way To A Career,documentary,[],
Issun Boshi: The One-Inch Samurai,animation,"['young', 'boy', 'struggles', 'life', 'grieving', 'mother', 'finds', 'ancient', 'japanese', 'story', 'book', 'issun', 'boshi', 'finds', 'hope', 'courage', 'reading', 'adventures', 'oneinch', 'samurai']",
One Size Fits All,documentary,"['porn', 'star', 'ron', 'jeremy', 'pastor', 'craig', 'gross', 'agree', 'week', 'long', 'porn', 'debate', 'tour', 'discover', 'bargained']",
One Week in Plum Village,documentary,"['thich', 'nhat', 'hanh', 'well', 'known', 'buddhist', 'zen', 'master', 'left', 'vietnam', 'war', 'living', 'today', 'plum', 'village', 'meditation', 'retreat', 'center', 'france', 'film', 'shows']",
One.Superhero,animation,[],
One,documentary,[],
One Frame at a Time,documentary,"['along', 'thaiburma', 'border', 'communities', 'thailand', 'refugee', 'vulnerable', 'children', 'live', 'people', 'western', 'world', 'couldnt', 'begin', 'fathom', 'raise', 'money']",
